Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_03637,Rajouri Garden,Janakpuri,4.38,Evening Peak,Weekday,Clear,Low,Inner Road,21.2
TRIP_03638,Model Town,Okhla,21.87,Morning Peak,Weekend,Heatwave,Medium,Inner Road,15.6
TRIP_03639,IGI Airport,Mayur Vihar,20.09,Evening Peak,Weekday,Clear,Very High,Highway,14.7
TRIP_03640,Mayur Vihar,Okhla,9.53,Morning Peak,Weekday,Clear,Very High,Main Road,9.8
TRIP_03641,AIIMS,IGI Airport,10.81,Afternoon,Weekday,Rain,High,Highway,31.1
TRIP_03642,Rajouri Garden,AIIMS,12.31,Night,Weekday,Clear,High,Highway,38.0
TRIP_03643,Connaught Place,Karol Bagh,3.42,Evening Peak,Weekday,Clear,Very High,Inner Road,7.7
TRIP_03644,Preet Vihar,AIIMS,11.51,Morning Peak,Weekday,Fog,Very High,Main Road,6.1
TRIP_03645,Chandni Chowk,IGI Airport,16.54,Afternoon,Weekend,Clear,High,Main Road,19.9
TRIP_03646,Model Town,Preet Vihar,12.75,Night,Weekend,Clear,Medium,Main Road,25.4
TRIP_03647,Okhla,Civil Lines,17.22,Morning Peak,Weekday,Heatwave,Very High,Highway,19.9
TRIP_03648,AIIMS,Noida Sector 18,11.33,Morning Peak,Weekday,Clear,High,Main Road,26.6
TRIP_03649,AIIMS,Rohini,25.2,Night,Weekday,Rain,Low,Main Road,31.6
TRIP_03650,Nehru Place,Kalkaji,1.51,Night,Weekday,Heatwave,Low,Inner Road,35.7
TRIP_03651,IGI Airport,Punjabi Bagh,12.83,Evening Peak,Weekday,Clear,High,Main Road,27.2
TRIP_03652,Model Town,AIIMS,16.52,Afternoon,Weekend,Clear,Medium,Main Road,31.7
TRIP_03653,Lajpat Nagar,Connaught Place,7.13,Afternoon,Weekday,Rain,High,Inner Road,8.4
TRIP_03654,Greater Kailash,Dwarka,19.04,Evening Peak,Weekday,Heatwave,Medium,Highway,42.5
TRIP_03655,Lajpat Nagar,AIIMS,2.68,Morning Peak,Weekday,Clear,Very High,Inner Road,9.0
TRIP_03656,Shahdara,Janakpuri,20.44,Evening Peak,Weekday,Clear,Very High,Main Road,11.0
TRIP_03657,Lajpat Nagar,Punjabi Bagh,15.06,Morning Peak,Weekday,Heatwave,Very High,Highway,16.5
TRIP_03658,Pitampura,Mayur Vihar,18.76,Afternoon,Weekday,Clear,Medium,Highway,49.4
TRIP_03659,Punjabi Bagh,Shahdara,15.41,Afternoon,Weekday,Clear,High,Highway,45.5
TRIP_03660,Chandni Chowk,AIIMS,9.5,Evening Peak,Weekday,Clear,Very High,Inner Road,7.8
TRIP_03661,Shahdara,Saket,18.39,Evening Peak,Weekday,Heatwave,High,Main Road,26.8
TRIP_03662,Civil Lines,Okhla,17.22,Morning Peak,Weekday,Clear,High,Highway,37.3
TRIP_03663,Noida Sector 18,Civil Lines,15.73,Afternoon,Weekday,Fog,Medium,Highway,37.8
TRIP_03664,Greater Kailash,Saket,3.66,Morning Peak,Weekend,Heatwave,Medium,Inner Road,12.5
TRIP_03665,Greater Kailash,Rohini,28.43,Night,Weekday,Clear,Low,Highway,62.8
TRIP_03666,Karol Bagh,Pitampura,8.11,Evening Peak,Weekday,Clear,High,Main Road,29.4
TRIP_03667,Noida Sector 18,Mayur Vihar,5.74,Morning Peak,Weekday,Rain,Medium,Main Road,21.6
TRIP_03668,Okhla,Karol Bagh,15.59,Morning Peak,Weekday,Clear,Very High,Main Road,10.8
TRIP_03669,Pitampura,Chandni Chowk,11.29,Afternoon,Weekday,Clear,Medium,Highway,51.1
TRIP_03670,Karol Bagh,Kalkaji,14.25,Morning Peak,Weekday,Rain,High,Highway,24.6
TRIP_03671,Pitampura,Connaught Place,11.52,Evening Peak,Weekday,Clear,High,Main Road,17.9
TRIP_03672,Lajpat Nagar,Rajouri Garden,14.1,Night,Weekend,Clear,Low,Highway,59.8
TRIP_03673,Rohini,Vasant Kunj,27.39,Afternoon,Weekday,Clear,High,Highway,41.4
TRIP_03674,Chandni Chowk,Janakpuri,14.33,Morning Peak,Weekday,Clear,High,Highway,34.5
TRIP_03675,Karol Bagh,Model Town,7.02,Morning Peak,Weekday,Clear,High,Main Road,27.5
TRIP_03676,Punjabi Bagh,Mayur Vihar,17.1,Evening Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_03677,Hauz Khas,AIIMS,2.2,Evening Peak,Weekend,Clear,Medium,Main Road,37.2
TRIP_03678,Kalkaji,Nehru Place,1.51,Evening Peak,Weekday,Rain,Low,Main Road,30.6
TRIP_03679,Karol Bagh,Shahdara,9.9,Morning Peak,Weekday,Heatwave,Very High,Main Road,10.8
TRIP_03680,Mayur Vihar,Janakpuri,20.24,Morning Peak,Weekday,Clear,Very High,Highway,20.5
TRIP_03681,Noida Sector 18,Dwarka,27.45,Afternoon,Weekday,Fog,High,Inner Road,7.7
TRIP_03682,AIIMS,Nehru Place,4.68,Night,Weekday,Clear,Low,Main Road,52.0
TRIP_03683,Connaught Place,Model Town,9.58,Night,Weekday,Clear,Medium,Main Road,35.8
TRIP_03684,Karol Bagh,Okhla,15.59,Afternoon,Weekday,Clear,High,Main Road,27.3
TRIP_03685,IGI Airport,Model Town,19.83,Afternoon,Weekday,Clear,High,Highway,44.5
TRIP_03686,Janakpuri,Noida Sector 18,23.96,Afternoon,Weekday,Rain,Medium,Inner Road,17.5
TRIP_03687,Civil Lines,Noida Sector 18,15.73,Morning Peak,Weekday,Rain,High,Main Road,16.0
TRIP_03688,Saket,Civil Lines,17.43,Night,Weekday,Clear,Low,Inner Road,25.8
TRIP_03689,Rajouri Garden,Janakpuri,4.38,Evening Peak,Weekend,Fog,High,Inner Road,8.4
TRIP_03690,Lajpat Nagar,Mayur Vihar,7.45,Evening Peak,Weekday,Clear,Medium,Main Road,27.6
TRIP_03691,Preet Vihar,Rajouri Garden,16.6,Morning Peak,Weekday,Heatwave,High,Main Road,16.8
TRIP_03692,Kalkaji,Greater Kailash,2.15,Morning Peak,Weekday,Clear,Very High,Main Road,12.0
TRIP_03693,Nehru Place,Punjabi Bagh,17.83,Evening Peak,Weekend,Clear,High,Main Road,27.7
TRIP_03694,Janakpuri,IGI Airport,7.4,Evening Peak,Weekday,Clear,Very High,Main Road,10.9
TRIP_03695,Rajouri Garden,Greater Kailash,15.57,Evening Peak,Weekday,Clear,Medium,Main Road,41.0
TRIP_03696,Noida Sector 18,Mayur Vihar,5.74,Morning Peak,Weekday,Clear,High,Main Road,28.9
TRIP_03697,IGI Airport,Noida Sector 18,22.12,Night,Weekday,Clear,Low,Main Road,58.2
TRIP_03698,Shahdara,Noida Sector 18,12.02,Morning Peak,Weekday,Clear,Very High,Main Road,13.0
TRIP_03699,Mayur Vihar,Kalkaji,9.67,Afternoon,Weekday,Clear,High,Inner Road,9.8
TRIP_03700,Civil Lines,Greater Kailash,14.87,Night,Weekday,Clear,Medium,Main Road,43.6
TRIP_03701,Vasant Kunj,Karol Bagh,15.08,Afternoon,Weekday,Clear,Medium,Main Road,42.9
TRIP_03702,IGI Airport,Shahdara,22.57,Evening Peak,Weekday,Clear,High,Highway,37.3
TRIP_03703,Dwarka,Kalkaji,21.07,Night,Weekday,Clear,High,Highway,35.8
TRIP_03704,IGI Airport,Lajpat Nagar,13.5,Afternoon,Weekday,Clear,Medium,Main Road,33.8
TRIP_03705,Noida Sector 18,Chandni Chowk,12.9,Morning Peak,Weekday,Fog,Very High,Main Road,7.8
TRIP_03706,Connaught Place,Shahdara,8.44,Morning Peak,Weekday,Clear,Very High,Main Road,11.7
TRIP_03707,Saket,Rohini,29.0,Evening Peak,Weekday,Clear,Very High,Inner Road,7.7
TRIP_03708,Rohini,Lajpat Nagar,26.64,Afternoon,Weekend,Rain,Low,Main Road,39.7
TRIP_03709,Hauz Khas,Nehru Place,5.2,Afternoon,Weekday,Heatwave,Low,Main Road,34.2
TRIP_03710,Saket,Vasant Kunj,4.88,Morning Peak,Weekend,Rain,High,Main Road,18.2
TRIP_03711,Punjabi Bagh,Model Town,7.93,Evening Peak,Weekday,Clear,Very High,Main Road,12.8
TRIP_03712,Pitampura,Okhla,23.54,Evening Peak,Weekend,Clear,Medium,Highway,59.6
TRIP_03713,Pitampura,Rohini,8.97,Night,Weekday,Fog,Low,Highway,40.6
TRIP_03714,Rohini,Civil Lines,18.15,Morning Peak,Weekday,Heatwave,High,Main Road,24.4
TRIP_03715,Connaught Place,AIIMS,7.18,Evening Peak,Weekend,Heatwave,High,Inner Road,7.7
TRIP_03716,Pitampura,Kalkaji,22.07,Night,Weekday,Clear,Low,Inner Road,41.4
TRIP_03717,Karol Bagh,IGI Airport,13.83,Afternoon,Weekday,Clear,Low,Main Road,44.5
TRIP_03718,Model Town,Noida Sector 18,20.73,Morning Peak,Weekday,Clear,High,Highway,34.7
TRIP_03719,Model Town,Karol Bagh,7.02,Afternoon,Weekday,Fog,Low,Main Road,25.7
TRIP_03720,Janakpuri,AIIMS,13.39,Morning Peak,Weekday,Clear,Very High,Highway,18.4
TRIP_03721,Nehru Place,Saket,5.32,Afternoon,Weekday,Clear,Low,Inner Road,21.7
TRIP_03722,IGI Airport,Shahdara,22.57,Morning Peak,Weekend,Fog,Low,Highway,40.9
TRIP_03723,IGI Airport,Okhla,16.94,Morning Peak,Weekend,Rain,Medium,Main Road,27.1
TRIP_03724,Janakpuri,Greater Kailash,16.54,Afternoon,Weekday,Heatwave,High,Highway,29.6
TRIP_03725,Hauz Khas,Vasant Kunj,5.36,Night,Weekday,Clear,Low,Inner Road,39.6
TRIP_03726,Vasant Kunj,Dwarka,13.52,Night,Weekday,Fog,Low,Main Road,33.6
TRIP_03727,Dwarka,Vasant Kunj,13.52,Afternoon,Weekday,Heatwave,Medium,Inner Road,22.1
TRIP_03728,Lajpat Nagar,Nehru Place,2.8,Evening Peak,Weekday,Fog,High,Highway,21.0
TRIP_03729,Hauz Khas,IGI Airport,9.81,Afternoon,Weekend,Fog,Low,Inner Road,16.0
TRIP_03730,Connaught Place,Shahdara,8.44,Afternoon,Weekday,Clear,Medium,Highway,57.3
TRIP_03731,Noida Sector 18,Vasant Kunj,17.44,Evening Peak,Weekday,Fog,Very High,Main Road,8.2
TRIP_03732,IGI Airport,Greater Kailash,13.13,Afternoon,Weekday,Rain,Very High,Main Road,7.6
TRIP_03733,AIIMS,Lajpat Nagar,2.68,Afternoon,Weekday,Rain,Low,Inner Road,12.2
TRIP_03734,Nehru Place,Rajouri Garden,16.77,Night,Weekday,Clear,Low,Highway,66.0
TRIP_03735,Karol Bagh,Okhla,15.59,Morning Peak,Weekend,Clear,Medium,Highway,49.4
TRIP_03736,Saket,Punjabi Bagh,17.62,Evening Peak,Weekend,Fog,Low,Main Road,25.1
TRIP_03737,Chandni Chowk,Kalkaji,12.95,Evening Peak,Weekday,Clear,Very High,Main Road,9.2
TRIP_03738,Pitampura,Civil Lines,9.41,Night,Weekday,Clear,Medium,Main Road,33.4
TRIP_03739,Noida Sector 18,Civil Lines,15.73,Night,Weekend,Rain,Low,Inner Road,10.8
TRIP_03740,Dwarka,Rohini,17.53,Evening Peak,Weekday,Fog,High,Main Road,10.0
TRIP_03741,Greater Kailash,Punjabi Bagh,16.84,Evening Peak,Weekday,Clear,Very High,Highway,20.7
TRIP_03742,Janakpuri,Kalkaji,18.68,Morning Peak,Weekday,Clear,High,Highway,38.8
TRIP_03743,Noida Sector 18,Okhla,6.92,Afternoon,Weekend,Clear,Low,Main Road,40.9
TRIP_03744,Pitampura,AIIMS,17.0,Afternoon,Weekend,Heatwave,Medium,Main Road,37.5
TRIP_03745,Model Town,Vasant Kunj,22.01,Morning Peak,Weekday,Clear,High,Highway,40.9
TRIP_03746,Dwarka,Shahdara,25.37,Evening Peak,Weekday,Clear,High,Highway,31.4
TRIP_03747,IGI Airport,Pitampura,16.75,Night,Weekend,Clear,Medium,Main Road,38.4
TRIP_03748,Hauz Khas,Vasant Kunj,5.36,Morning Peak,Weekday,Fog,High,Main Road,10.8
TRIP_03749,Rohini,Dwarka,17.53,Evening Peak,Weekday,Clear,Very High,Highway,16.5
TRIP_03750,AIIMS,Noida Sector 18,11.33,Evening Peak,Weekday,Clear,High,Main Road,24.1
TRIP_03751,Chandni Chowk,Greater Kailash,11.55,Morning Peak,Weekday,Clear,High,Main Road,25.1
TRIP_03752,Nehru Place,Greater Kailash,1.9,Evening Peak,Weekday,Clear,High,Main Road,22.7
TRIP_03753,Vasant Kunj,Pitampura,20.67,Evening Peak,Weekend,Clear,Low,Main Road,38.6
TRIP_03754,Model Town,Greater Kailash,19.14,Morning Peak,Weekday,Rain,Very High,Main Road,9.6
TRIP_03755,Rajouri Garden,Noida Sector 18,21.63,Evening Peak,Weekday,Heatwave,Very High,Highway,16.6
TRIP_03756,Chandni Chowk,Hauz Khas,11.65,Evening Peak,Weekend,Clear,Medium,Main Road,33.1
TRIP_03757,Model Town,Karol Bagh,7.02,Morning Peak,Weekday,Clear,High,Main Road,20.7
TRIP_03758,Noida Sector 18,Rohini,33.01,Night,Weekday,Heatwave,Low,Highway,87.1
TRIP_03759,Preet Vihar,Lajpat Nagar,9.58,Night,Weekday,Clear,Low,Inner Road,37.6
TRIP_03760,Karol Bagh,Greater Kailash,12.43,Evening Peak,Weekday,Rain,Very High,Highway,11.2
TRIP_03761,Hauz Khas,Chandni Chowk,11.65,Evening Peak,Weekend,Clear,Medium,Main Road,37.1
TRIP_03762,Civil Lines,Hauz Khas,14.76,Afternoon,Weekday,Heatwave,Medium,Highway,50.8
TRIP_03763,Okhla,Rajouri Garden,19.41,Morning Peak,Weekend,Fog,Medium,Main Road,21.0
TRIP_03764,AIIMS,Shahdara,14.08,Evening Peak,Weekday,Heatwave,High,Main Road,27.6
TRIP_03765,Preet Vihar,Punjabi Bagh,16.03,Morning Peak,Weekday,Clear,Very High,Main Road,10.3
TRIP_03766,Okhla,Janakpuri,20.56,Evening Peak,Weekday,Clear,Very High,Highway,14.9
TRIP_03767,Chandni Chowk,Dwarka,19.18,Morning Peak,Weekday,Clear,Medium,Highway,59.9
TRIP_03768,Chandni Chowk,Shahdara,6.2,Morning Peak,Weekend,Clear,Medium,Main Road,27.8
TRIP_03769,AIIMS,Nehru Place,4.68,Morning Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_03770,Mayur Vihar,Kalkaji,9.67,Afternoon,Weekday,Fog,High,Highway,21.4
TRIP_03771,Chandni Chowk,Lajpat Nagar,8.98,Morning Peak,Weekday,Clear,High,Main Road,19.5
TRIP_03772,Punjabi Bagh,Shahdara,15.41,Evening Peak,Weekday,Clear,Low,Inner Road,25.5
TRIP_03773,Chandni Chowk,Noida Sector 18,12.9,Afternoon,Weekday,Fog,Medium,Main Road,18.5
TRIP_03774,Rajouri Garden,Kalkaji,17.69,Evening Peak,Weekend,Clear,Medium,Highway,46.2
TRIP_03775,Preet Vihar,Model Town,12.75,Morning Peak,Weekday,Fog,High,Highway,21.4
TRIP_03776,Punjabi Bagh,Rajouri Garden,2.52,Evening Peak,Weekday,Fog,Medium,Main Road,22.5
TRIP_03777,Punjabi Bagh,Noida Sector 18,21.94,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.4
TRIP_03778,Pitampura,Greater Kailash,20.1,Morning Peak,Weekend,Clear,Low,Highway,85.6
TRIP_03779,Nehru Place,Noida Sector 18,7.47,Afternoon,Weekday,Rain,Low,Highway,44.3
TRIP_03780,Janakpuri,Dwarka,5.26,Evening Peak,Weekday,Clear,Very High,Inner Road,7.8
TRIP_03781,Saket,AIIMS,4.77,Afternoon,Weekday,Heatwave,High,Inner Road,9.9
TRIP_03782,Nehru Place,Connaught Place,9.83,Afternoon,Weekday,Heatwave,Medium,Main Road,38.1
TRIP_03783,Chandni Chowk,Pitampura,11.29,Afternoon,Weekend,Clear,High,Highway,31.9
TRIP_03784,Connaught Place,Punjabi Bagh,9.3,Morning Peak,Weekend,Clear,Low,Main Road,43.0
TRIP_03785,Karol Bagh,Okhla,15.59,Evening Peak,Weekday,Heatwave,Medium,Main Road,37.0
TRIP_03786,Nehru Place,Janakpuri,18.07,Afternoon,Weekday,Rain,Medium,Highway,44.3
TRIP_03787,IGI Airport,Preet Vihar,21.04,Morning Peak,Weekday,Heatwave,High,Highway,38.3
TRIP_03788,Kalkaji,AIIMS,5.39,Morning Peak,Weekday,Heatwave,High,Main Road,24.8
TRIP_03789,Connaught Place,Chandni Chowk,2.54,Night,Weekend,Clear,High,Main Road,25.8
TRIP_03790,Shahdara,Mayur Vihar,6.61,Afternoon,Weekday,Rain,Low,Inner Road,11.0
TRIP_03791,Dwarka,Civil Lines,20.04,Evening Peak,Weekend,Clear,Very High,Highway,23.3
TRIP_03792,Model Town,Vasant Kunj,22.01,Morning Peak,Weekday,Clear,High,Highway,41.2
TRIP_03793,Lajpat Nagar,Connaught Place,7.13,Evening Peak,Weekday,Clear,Low,Main Road,46.2
TRIP_03794,Noida Sector 18,Janakpuri,23.96,Morning Peak,Weekday,Clear,Medium,Main Road,40.3
TRIP_03795,Okhla,Nehru Place,2.67,Evening Peak,Weekday,Clear,High,Main Road,24.7
TRIP_03796,Nehru Place,Okhla,2.67,Afternoon,Weekend,Clear,Medium,Inner Road,11.5
TRIP_03797,Chandni Chowk,Okhla,13.88,Night,Weekend,Clear,Low,Highway,80.6
TRIP_03798,Connaught Place,IGI Airport,14.14,Morning Peak,Weekday,Clear,High,Main Road,20.5
TRIP_03799,Chandni Chowk,Greater Kailash,11.55,Afternoon,Weekday,Rain,Medium,Highway,38.7
TRIP_03800,Hauz Khas,Chandni Chowk,11.65,Afternoon,Weekend,Clear,Medium,Highway,62.2
TRIP_03801,Punjabi Bagh,Shahdara,15.41,Afternoon,Weekday,Clear,High,Highway,41.1
TRIP_03802,Nehru Place,Greater Kailash,1.9,Evening Peak,Weekday,Clear,Medium,Inner Road,21.0
TRIP_03803,Hauz Khas,Karol Bagh,11.44,Night,Weekday,Clear,Medium,Main Road,41.6
TRIP_03804,Pitampura,Dwarka,15.04,Morning Peak,Weekday,Clear,Very High,Main Road,10.8
TRIP_03805,Punjabi Bagh,Greater Kailash,16.84,Afternoon,Weekday,Heatwave,Medium,Main Road,30.4
TRIP_03806,Noida Sector 18,Nehru Place,7.47,Evening Peak,Weekday,Fog,High,Main Road,16.9
TRIP_03807,Connaught Place,IGI Airport,14.14,Afternoon,Weekend,Clear,Medium,Highway,54.9
TRIP_03808,Lajpat Nagar,Hauz Khas,4.29,Afternoon,Weekday,Rain,Low,Highway,60.3
TRIP_03809,Punjabi Bagh,Chandni Chowk,9.93,Evening Peak,Weekday,Fog,High,Main Road,10.9
TRIP_03810,Shahdara,Civil Lines,6.29,Afternoon,Weekday,Fog,Medium,Inner Road,8.9
TRIP_03811,Janakpuri,AIIMS,13.39,Afternoon,Weekend,Clear,Low,Main Road,54.2
TRIP_03812,Karol Bagh,AIIMS,9.61,Morning Peak,Weekday,Heatwave,High,Inner Road,10.9
TRIP_03813,Greater Kailash,Karol Bagh,12.43,Evening Peak,Weekend,Clear,High,Main Road,22.9
TRIP_03814,Greater Kailash,Vasant Kunj,8.11,Morning Peak,Weekday,Clear,Very High,Main Road,12.2
TRIP_03815,Okhla,Connaught Place,12.39,Afternoon,Weekend,Clear,High,Main Road,29.3
TRIP_03816,Janakpuri,Connaught Place,12.63,Morning Peak,Weekday,Clear,Medium,Highway,66.1
TRIP_03817,Model Town,Vasant Kunj,22.01,Morning Peak,Weekend,Clear,High,Highway,33.2
TRIP_03818,Kalkaji,Civil Lines,16.3,Evening Peak,Weekday,Clear,Medium,Main Road,44.9
TRIP_03819,AIIMS,IGI Airport,10.81,Morning Peak,Weekday,Clear,High,Highway,42.7
TRIP_03820,Noida Sector 18,Shahdara,12.02,Night,Weekday,Clear,High,Inner Road,19.8
TRIP_03821,Kalkaji,Janakpuri,18.68,Morning Peak,Weekday,Fog,Very High,Highway,10.2
TRIP_03822,Janakpuri,Karol Bagh,10.56,Morning Peak,Weekday,Heatwave,Very High,Highway,18.4
TRIP_03823,Okhla,Vasant Kunj,11.21,Evening Peak,Weekday,Clear,High,Highway,30.2
TRIP_03824,Karol Bagh,Model Town,7.02,Evening Peak,Weekday,Heatwave,High,Highway,40.3
TRIP_03825,Janakpuri,AIIMS,13.39,Afternoon,Weekday,Fog,Low,Inner Road,19.0
TRIP_03826,Civil Lines,Okhla,17.22,Night,Weekday,Fog,Medium,Main Road,17.4
TRIP_03827,Chandni Chowk,Civil Lines,3.35,Afternoon,Weekday,Clear,High,Inner Road,9.8
TRIP_03828,Shahdara,AIIMS,14.08,Evening Peak,Weekday,Rain,Medium,Inner Road,8.6
TRIP_03829,Mayur Vihar,Civil Lines,10.05,Evening Peak,Weekend,Clear,High,Main Road,21.8
TRIP_03830,AIIMS,Vasant Kunj,7.41,Morning Peak,Weekday,Fog,High,Main Road,14.5
TRIP_03831,Saket,Greater Kailash,3.66,Afternoon,Weekday,Fog,High,Inner Road,7.9
TRIP_03832,Rajouri Garden,Kalkaji,17.69,Afternoon,Weekday,Clear,High,Highway,40.1
TRIP_03833,Mayur Vihar,Dwarka,24.43,Evening Peak,Weekday,Rain,Very High,Main Road,8.6
TRIP_03834,Nehru Place,Chandni Chowk,11.5,Afternoon,Weekend,Clear,Medium,Highway,47.0
TRIP_03835,Rajouri Garden,Model Town,10.2,Morning Peak,Weekday,Clear,Medium,Highway,68.3
TRIP_03836,Nehru Place,Rohini,29.42,Evening Peak,Weekday,Clear,High,Inner Road,7.9
TRIP_03837,Kalkaji,Vasant Kunj,9.44,Night,Weekend,Clear,Low,Inner Road,33.0
TRIP_03838,Janakpuri,Preet Vihar,20.09,Morning Peak,Weekday,Heatwave,High,Main Road,20.9
TRIP_03839,Saket,Hauz Khas,2.85,Evening Peak,Weekday,Clear,High,Main Road,27.3
TRIP_03840,IGI Airport,Saket,11.0,Evening Peak,Weekday,Heatwave,Very High,Main Road,11.2
TRIP_03841,Shahdara,Pitampura,15.65,Morning Peak,Weekday,Heatwave,Very High,Main Road,11.1
TRIP_03842,Greater Kailash,Vasant Kunj,8.11,Morning Peak,Weekday,Heatwave,Very High,Main Road,11.7
TRIP_03843,Vasant Kunj,Punjabi Bagh,16.74,Morning Peak,Weekday,Fog,Very High,Main Road,7.7
TRIP_03844,Preet Vihar,IGI Airport,21.04,Night,Weekday,Clear,Low,Highway,71.2
TRIP_03845,Nehru Place,Civil Lines,14.85,Evening Peak,Weekday,Clear,High,Highway,44.4
TRIP_03846,Saket,Hauz Khas,2.85,Morning Peak,Weekday,Rain,Very High,Inner Road,4.9
TRIP_03847,Lajpat Nagar,Greater Kailash,2.6,Evening Peak,Weekday,Clear,Very High,Inner Road,8.0
TRIP_03848,Shahdara,Nehru Place,14.22,Morning Peak,Weekday,Clear,Very High,Main Road,9.6
TRIP_03849,IGI Airport,Chandni Chowk,16.54,Afternoon,Weekend,Clear,Low,Highway,67.9
TRIP_03850,Kalkaji,Preet Vihar,12.39,Morning Peak,Weekday,Clear,Medium,Main Road,27.3
TRIP_03851,Rajouri Garden,Lajpat Nagar,14.1,Evening Peak,Weekend,Fog,Medium,Main Road,20.5
TRIP_03852,Model Town,AIIMS,16.52,Morning Peak,Weekday,Clear,Very High,Main Road,12.8
TRIP_03853,Chandni Chowk,Rohini,20.26,Night,Weekend,Rain,High,Highway,23.8
TRIP_03854,Kalkaji,Model Town,20.77,Evening Peak,Weekday,Clear,Low,Inner Road,36.0
TRIP_03855,Lajpat Nagar,IGI Airport,13.5,Afternoon,Weekday,Clear,Very High,Inner Road,8.6
TRIP_03856,Connaught Place,Greater Kailash,9.57,Morning Peak,Weekend,Clear,Very High,Main Road,10.3
TRIP_03857,Greater Kailash,Chandni Chowk,11.55,Morning Peak,Weekday,Clear,High,Main Road,25.9
TRIP_03858,Saket,Pitampura,21.25,Morning Peak,Weekday,Clear,High,Inner Road,20.0
TRIP_03859,Noida Sector 18,Greater Kailash,9.35,Afternoon,Weekday,Clear,High,Main Road,25.5
TRIP_03860,AIIMS,Nehru Place,4.68,Afternoon,Weekday,Heatwave,Medium,Inner Road,19.1
TRIP_03861,Pitampura,Mayur Vihar,18.76,Morning Peak,Weekday,Rain,Very High,Main Road,7.4
TRIP_03862,Okhla,Dwarka,23.01,Morning Peak,Weekend,Fog,High,Highway,24.0
TRIP_03863,Hauz Khas,Kalkaji,5.29,Evening Peak,Weekend,Fog,Medium,Main Road,22.3
TRIP_03864,Lajpat Nagar,Noida Sector 18,8.66,Evening Peak,Weekday,Clear,Medium,Highway,45.9
TRIP_03865,Mayur Vihar,Preet Vihar,3.05,Afternoon,Weekday,Clear,High,Main Road,28.4
TRIP_03866,Model Town,Shahdara,10.5,Afternoon,Weekday,Rain,Low,Inner Road,17.8
TRIP_03867,Kalkaji,Rohini,30.48,Evening Peak,Weekday,Clear,High,Main Road,20.3
TRIP_03868,Pitampura,Hauz Khas,18.42,Afternoon,Weekday,Rain,High,Main Road,21.0
TRIP_03869,Civil Lines,Connaught Place,5.49,Evening Peak,Weekend,Clear,High,Highway,38.5
TRIP_03870,Pitampura,Nehru Place,20.88,Afternoon,Weekday,Clear,Medium,Main Road,27.4
TRIP_03871,Shahdara,Dwarka,25.37,Night,Weekday,Clear,Medium,Highway,69.2
TRIP_03872,Greater Kailash,Noida Sector 18,9.35,Evening Peak,Weekday,Fog,High,Main Road,12.6
TRIP_03873,Okhla,Shahdara,15.92,Evening Peak,Weekday,Clear,Very High,Main Road,8.8
TRIP_03874,Shahdara,AIIMS,14.08,Afternoon,Weekday,Clear,High,Highway,43.9
TRIP_03875,Lajpat Nagar,Janakpuri,15.7,Evening Peak,Weekday,Clear,Medium,Highway,52.0
TRIP_03876,Rohini,Shahdara,24.21,Morning Peak,Weekday,Clear,High,Highway,36.9
TRIP_03877,Pitampura,AIIMS,17.0,Night,Weekend,Clear,High,Highway,30.6
TRIP_03878,Karol Bagh,Punjabi Bagh,6.08,Morning Peak,Weekday,Clear,Medium,Inner Road,24.2
TRIP_03879,AIIMS,Karol Bagh,9.61,Morning Peak,Weekday,Clear,High,Main Road,27.9
TRIP_03880,Civil Lines,Chandni Chowk,3.35,Afternoon,Weekday,Heatwave,Very High,Inner Road,7.9
TRIP_03881,Janakpuri,Model Town,14.54,Afternoon,Weekend,Heatwave,Medium,Inner Road,28.3
TRIP_03882,AIIMS,Kalkaji,5.39,Morning Peak,Weekday,Heatwave,Very High,Main Road,11.0
TRIP_03883,Rajouri Garden,Saket,15.91,Morning Peak,Weekday,Fog,Very High,Main Road,5.5
TRIP_03884,Mayur Vihar,Kalkaji,9.67,Evening Peak,Weekday,Fog,Medium,Main Road,22.4
TRIP_03885,Dwarka,IGI Airport,6.61,Morning Peak,Weekday,Heatwave,High,Inner Road,15.4
TRIP_03886,Kalkaji,Noida Sector 18,8.19,Evening Peak,Weekday,Clear,High,Main Road,23.5
TRIP_03887,Pitampura,Chandni Chowk,11.29,Evening Peak,Weekday,Clear,Very High,Highway,18.7
TRIP_03888,Okhla,Connaught Place,12.39,Afternoon,Weekday,Rain,Medium,Main Road,23.2
TRIP_03889,AIIMS,Hauz Khas,2.2,Morning Peak,Weekday,Clear,High,Inner Road,19.1
TRIP_03890,Vasant Kunj,IGI Airport,6.9,Evening Peak,Weekday,Clear,High,Inner Road,10.8
TRIP_03891,Connaught Place,Rajouri Garden,9.35,Night,Weekday,Clear,Low,Inner Road,22.6
TRIP_03892,Kalkaji,Rohini,30.48,Evening Peak,Weekday,Clear,Very High,Highway,15.9
TRIP_03893,Punjabi Bagh,Okhla,20.5,Evening Peak,Weekday,Rain,Very High,Highway,12.4
